id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,created_at,sector,sales,interest,net_profit,price_date,close_price,pe,pb,dividend_yield,icr_label,year_int,prev_de,de_declining_yoy,sales_3y_ago,revenue_cagr_3yr,fcf_cagr_5yr,cfo_pat_ratio,fcf_positive,roe_score,roce_score,npm_score,fcf_cagr_score,cfo_pat_score,fcf_flag_score,rev_cagr_score,pat_cagr_score,de_score,icr_score,overall_rank
59,ADANIPORTS,Mar 2024,30.34,58.36,15.35,15.25,6.93,0.94,5.95,0.23,8250.0,6768.0,38.0,244.34,16.0,49470.0,15018.0,19.58,14.91,14.87,54.25,2026-07-27 05:42:41,Industrials,26711.0,2733.0,8104.0,2024-03-01,1612.5,42.43,6.6,0.38,Strong,2024.0,1.18,True,12550.0,28.63,37.79,1.8532,1.0,0.19371862613048454,0.16789989233973607,100.0,78.26043398986154,97.09564968691907,100.0,100.00000000000001,36.60135882445884,40.337224383917,1.1480682608981665,22
558,ICICIBANK,Mar 2024,28.89,62.41,17.99,5.22,1.95,6.45,1.3,0.07,12547.0,144737.0,63.0,364.62,16.0,1651008.0,157284.0,17.25,51.95,55.18,52.8,2026-07-27 05:42:41,Financials,159516.0,76522.0,46081.0,2024-03-01,6944.27,110.23,19.05,0.15,Risky,2024.0,6.53,True,89163.0,21.4,-7.36,3.4132,1.0,46.46099197474015,1.8161575394892495,89.96560793040662,54.03364581995634,100.0,100.0,44.85462267232928,66.39857015192138,24.171173289442745,0.15752297908351776,23
390,DRREDDY,Mar 2024,19.91,28.32,19.74,26.22,14.38,0.07,51.71,0.72,509.0,4034.0,67.0,340.41,12.0,2002.0,4543.0,12.64,23.39,23.84,51.79,2026-07-27 05:42:41,Healthcare,28011.0,171.0,5578.0,2024-03-01,5733.32,85.57,16.84,0.14,Strong,2024.0,0.06,False,19048.0,13.72,-24.69,0.8144,1.0,76.31578947368419,25.05623031938821,97.54509018036072,0.0,1.0853416969296792,100.0,81.39963167587477,50.86249383932972,91.04477611940297,12.946928196972374,24
1008,SIEMENS,Sep 2024,12.22,13.96,17.7,19.85,10.74,0.02,67.15,0.88,1168.0,502.0,76.0,432.59,16.0,279.0,1670.0,11.19,19.85,19.64,50.9,2026-07-27 05:42:41,Industrials,22240.0,60.0,2718.0,2024-09-01,3486.4,45.87,8.06,0.35,Strong,2024.0,0.01,False,13198.0,19.0,53.29,0.6144,1.0,0.25395132941265425,0.31568778073674836,40.30131826741996,100.0,68.05449085372287,100.0,32.65584970111015,56.11471006478118,100.00000000000001,22.336782846835376,27
1020,SUNPHARMA,Mar 2024,19.82,26.84,15.09,19.45,11.27,0.05,58.33,0.57,11372.0,763.0,40.0,265.28,34.0,3274.0,12135.0,10.78,24.54,29.46,48.56,2026-07-27 05:42:41,Healthcare,48497.0,238.0,9610.0,2024-03-01,4028.08,100.7,15.18,0.34,Strong,2024.0,0.12,True,33498.0,13.13,43.24,1.2627,1.0,26.369495166487646,4.753336332283693,96.64328657314628,34.241962355109706,38.08600198085175,100.0,47.14548802946593,56.53031049778216,94.02985074626865,14.89662484537904,35
610,INFY,Mar 2024,17.08,23.7,29.79,37.76,19.3,0.09,87.52,1.13,20117.0,5093.0,63.0,212.74,,8359.0,25210.0,13.2,11.24,12.47,47.54,2026-07-27 05:42:41,Information Technology,153670.0,470.0,26248.0,2024-03-01,4733.34,75.13,22.25,,Strong,2024.0,0.11,True,100472.0,15.22,7.2,0.9605,1.0,54.55847597221227,50.64585575888051,88.09936452917388,0.0,0.0,100.0,27.89392451241756,64.38404208680403,62.50000000000006,100.0,38
286,CANBK,Mar 2024,13.94,41.75,16.72,3.16,1.0,14.87,1.61,0.07,13296.0,1750.0,17.0,101.58,19.0,1369780.0,15046.0,18.18,85.78,53.42,45.92,2026-07-27 05:42:41,Financials,110519.0,28646.0,15401.0,2024-03-01,1926.96,113.35,18.97,0.17,Watch,2024.0,15.85,True,70253.0,16.3,-5.34,0.9769,1.0,38.10682804894092,0.3827151903138267,39.55762357542652,56.62771285475793,74.59436303399465,100.0,52.45017967984316,100.0,0.0,0.2441047583670116,40
403,EICHERMOT,Mar 2024,24.2,26.18,22.17,23.45,17.31,0.02,114.71,0.72,890.0,2834.0,146.0,668.33,35.0,419.0,3724.0,11.04,12.68,12.51,44.76,2026-07-27 05:42:41,Consumer Discretionary,16536.0,51.0,4001.0,2024-03-01,1517.23,10.39,2.27,3.37,Strong,2024.0,0.02,False,8720.0,23.78,-0.55,0.9308,1.0,34.323076259117,5.390162416062976,100.0,4.918465122412201,43.04369643947733,100.0,33.646898432174495,8.46538338828033,99.14686166971359,98.01333900950759,44
748,LT,Mar 2024,7.03,13.51,77.67,135.2,56.44,0.1,3.54,8.03,20445.0,2179.0,95.0,1334.53,36.0,2071.0,18266.0,10.34,8.76,8.56,38.87,2026-07-27 05:42:41,Industrials,221113.0,9512.0,15547.0,2024-03-01,2422.68,25.5,1.82,1.41,Healthy,2024.0,0.09,False,135979.0,17.59,,1.1749,1.0,1.7910386552984916,4.0216297213009575,17.029862792574658,67.37061451842354,81.19427897610458,100.0,25.397096498719034,12.308421551587927,94.8119325551232,0.31367606887024696,59
787,MARUTI,Mar 2024,9.51,13.13,15.75,21.72,11.7,0.0,117.91,1.23,4936.0,11865.0,429.0,2727.26,29.0,119.0,16801.0,10.51,12.01,11.14,37.65,2026-07-27 05:42:41,Consumer Discretionary,141858.0,194.0,13488.0,2024-03-01,4101.92,9.56,1.5,3.03,Strong,2024.0,0.02,True,70372.0,26.32,10.03,1.2456,1.0,6.6160286565102915,3.9595117594522136,27.757046902807268,28.170190321304556,55.28943591020309,100.0,30.03408316291751,7.2778191357368165,100.0,100.0,63
468,HAVELLS,Mar 2024,6.84,10.12,17.07,24.27,10.22,0.04,25.36,1.5,335.0,1618.0,20.0,118.21,44.0,303.0,1953.0,13.04,10.03,9.0,32.51,2026-07-27 05:42:41,Industrials,18590.0,84.0,1271.0,2024-03-01,2695.46,134.77,22.8,0.33,Strong,2024.0,0.03,False,10457.0,21.14,-13.35,1.5366,1.0,0.2378038387455194,0.4576926648051819,16.177921262667024,0.0,89.67360344330434,100.0,48.45431255337317,17.325011850213304,98.7029831387808,7.8682145045753105,73
