company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score
ADANIPORTS,Mar 2018,32.59,63.21,17.65,16.54,7.81,1.07,5.07,0.24,1762.0,3846.0,18.0,100.98,11.0,22370.0,5608.0,25.92,17.62,17.61,84.91
ADANIPORTS,Mar 2019,37.03,60.38,16.6,12.66,7.18,1.14,5.69,0.19,1661.0,4368.0,19.0,117.74,1.0,27712.0,6029.0,17.73,18.37,18.89,80.2
ADANIPORTS,Mar 2020,31.88,50.09,14.87,10.68,6.11,1.19,4.04,0.19,6653.0,749.0,19.0,125.4,17.0,30242.0,7402.0,14.05,10.25,11.55,68.63
ADANIPORTS,Mar 2021,40.23,69.23,16.59,13.1,6.77,1.18,4.73,0.17,-6508.0,14064.0,25.0,149.96,20.0,35855.0,7556.0,12.04,12.07,12.3,73.41
ADANIPORTS,Mar 2022,28.93,55.66,11.84,10.62,5.04,1.15,4.47,0.17,4927.0,5493.0,23.0,198.2,22.0,47935.0,10420.0,15.2,4.89,3.9,61.87
ADANIPORTS,Mar 2023,25.85,52.5,11.88,11.08,4.79,1.18,4.77,0.19,-4816.0,16716.0,25.0,210.13,20.0,53434.0,11900.0,12.99,7.88,6.79,63.49
ADANIPORTS,Mar 2024,30.34,58.36,15.35,15.25,6.93,0.94,5.95,0.23,8250.0,6768.0,38.0,244.34,16.0,49470.0,15018.0,19.58,14.91,14.87,83.08
ADANIPORTS,TTM,34.25,60.35,,,,,7.03,,,,45.0,,,,,,,,67.0
ADANIPOWER,Mar 2013,-34.29,14.35,-53.46,2.08,-4.2,9.74,0.69,0.12,-1063.0,4064.0,-10.0,17.94,0.0,41795.0,3001.0,,,,3.47
ADANIPOWER,Mar 2014,-1.9,29.96,-4.45,9.06,-0.5,6.75,1.14,0.26,-1462.0,4700.0,-1.0,22.78,0.0,44150.0,3238.0,,,,15.36
ADANIPOWER,Mar 2015,-4.37,25.04,-14.25,9.27,-1.4,7.82,1.21,0.32,1087.0,4737.0,-3.0,19.93,0.0,44742.0,5824.0,,,,15.84
ADANIPOWER,Mar 2016,2.17,34.68,7.38,14.62,0.73,7.06,1.55,0.33,2565.0,2692.0,2.0,22.4,0.0,52729.0,5257.0,,,,46.59
ADANIPOWER,Mar 2017,-27.3,26.44,-205.8,10.78,-8.63,17.49,0.39,0.32,3513.0,1212.0,-16.0,7.78,0.0,52484.0,4725.0,,,,17.97
ADANIPOWER,Mar 2018,-10.36,26.77,-236.56,10.12,-3.02,59.43,1.11,0.29,4581.0,520.0,-5.0,2.3,0.0,52835.0,5101.0,24.85,,,33.66
ADANIPOWER,Mar 2019,-4.12,20.86,-12.76,9.11,-1.45,6.09,1.31,0.35,4626.0,984.0,-3.0,19.99,0.0,46980.0,5610.0,9.28,,,24.98
ADANIPOWER,Mar 2020,-8.6,21.66,-35.1,9.3,-3.03,8.52,1.14,0.35,3294.0,2304.0,-6.0,16.8,0.0,55199.0,5598.0,7.21,,,22.22
ADANIPOWER,Mar 2021,4.84,33.13,9.69,13.24,1.61,4.01,2.08,0.33,4826.0,2188.0,3.0,34.0,0.0,52519.0,7014.0,0.66,18.18,8.45,49.79
ADANIPOWER,Mar 2022,17.73,35.66,26.61,14.62,5.99,2.66,3.37,0.34,11007.0,774.0,13.0,47.85,0.0,49145.0,10233.0,4.15,,,60.47
ADANIPOWER,Mar 2023,27.67,26.04,35.91,13.98,12.5,1.42,4.29,0.45,9976.0,1545.0,28.0,77.46,0.0,42350.0,8431.0,13.81,,,74.37
ADANIPOWER,Mar 2024,41.37,36.2,48.28,23.44,22.64,0.8,8.3,0.55,17651.0,3481.0,54.0,111.86,0.0,34616.0,14170.0,16.09,,,91.66
ADANIPOWER,TTM,23.21,38.36,,,,,7.14,,,,33.0,,,,,,,,68.22
AMBUJACEM,Dec 2012,13.25,25.37,14.69,27.92,10.47,0.01,32.59,0.79,1472.0,388.0,8.0,57.12,43.0,60.0,1860.0,,,,92.41
AMBUJACEM,Dec 2013,13.95,18.22,13.51,17.55,9.86,0.01,30.73,0.71,771.0,496.0,8.0,61.24,44.0,48.0,1267.0,,,,87.09
AMBUJACEM,Dec 2014,14.94,19.43,14.77,19.14,10.71,0.0,35.65,0.72,1219.0,456.0,10.0,64.97,46.0,34.0,1675.0,,,,91.3
AMBUJACEM,Dec 2015,8.56,16.34,7.87,14.96,5.72,0.0,20.6,0.67,1474.0,83.0,5.0,66.26,54.0,35.0,1557.0,,,,75.47
AMBUJACEM,Dec 2016,7.14,15.83,7.23,16.03,4.37,0.0,23.67,0.61,-1355.0,4165.0,6.0,99.85,50.0,29.0,2810.0,,,,76.09
AMBUJACEM,Dec 2017,8.24,16.34,9.41,18.64,5.48,0.0,20.35,0.66,2678.0,738.0,8.0,104.14,47.0,24.0,3416.0,19.35,8.53,0.0,81.58
AMBUJACEM,Dec 2018,11.42,15.4,13.29,17.9,7.95,0.0,24.96,0.7,938.0,765.0,11.0,112.7,14.0,40.0,1703.0,23.24,18.39,6.58,86.89
AMBUJACEM,Dec 2019,10.27,16.96,11.56,19.06,6.93,0.0,30.58,0.67,3548.0,1191.0,11.0,121.3,14.0,41.0,4739.0,22.18,13.35,1.92,88.97
AMBUJACEM,Dec 2020,12.67,20.42,13.65,21.55,7.82,0.02,37.81,0.62,3515.0,1317.0,12.0,114.64,151.0,471.0,4832.0,21.04,30.91,19.14,93.65
AMBUJACEM,Dec 2021,12.81,21.44,14.64,24.04,8.21,0.02,44.26,0.64,3302.0,2007.0,14.0,127.73,45.0,477.0,5309.0,7.59,20.95,18.47,87.23
AMBUJACEM,Mar 2023 15,7.77,13.15,,,,,28.56,,,,13.0,,19.0,,,8.38,0.34,3.4,46.8
AMBUJACEM,Mar 2024,14.29,19.3,11.43,15.18,7.26,0.02,28.26,0.51,-3295.0,8941.0,16.0,188.44,12.0,699.0,5646.0,4.12,11.23,7.78,71.96
AMBUJACEM,TTM,11.78,17.72,,,,,23.66,,,,13.0,,,,,,,,100.0
APOLLOHOSP,Mar 2013,8.04,16.24,11.03,15.45,6.29,0.44,6.26,0.78,-290.0,733.0,22.0,196.21,25.0,1213.0,443.0,,,,74.75
APOLLOHOSP,Mar 2014,7.23,15.52,10.58,15.64,5.89,0.45,5.83,0.81,17.0,356.0,23.0,212.64,25.0,1344.0,373.0,,,,73.7
APOLLOHOSP,Mar 2015,6.53,14.37,10.56,14.27,5.19,0.63,6.64,0.79,-289.0,759.0,24.0,226.57,24.0,1992.0,470.0,,,,71.76
APOLLOHOSP,Mar 2016,3.82,11.12,7.05,11.09,3.19,0.85,4.31,0.84,-291.0,888.0,17.0,238.0,35.0,2834.0,597.0,,,,56.41
APOLLOHOSP,Mar 2017,1.81,10.12,3.95,11.4,1.62,0.94,3.09,0.9,-529.0,1152.0,16.0,236.71,38.0,3125.0,623.0,,,,49.63
APOLLOHOSP,Mar 2018,0.73,9.72,1.85,11.99,0.7,1.05,2.8,0.96,132.0,405.0,8.0,232.29,59.0,3427.0,537.0,16.94,-27.67,-18.32,47.17
APOLLOHOSP,Mar 2019,2.08,11.13,6.0,15.27,2.18,1.1,3.35,1.05,194.0,711.0,17.0,238.14,35.0,3673.0,905.0,17.16,-8.68,-5.87,54.88
APOLLOHOSP,Mar 2020,3.84,14.15,12.93,22.94,3.83,1.08,3.4,1.0,1004.0,289.0,33.0,238.57,18.0,3596.0,1293.0,17.0,5.22,6.58,71.95
APOLLOHOSP,Mar 2021,1.3,10.8,2.98,13.01,1.2,0.9,2.77,0.93,385.0,880.0,10.0,319.65,29.0,4160.0,1265.0,11.42,-10.23,-10.07,46.71
APOLLOHOSP,Mar 2022,7.56,14.93,19.7,22.59,8.36,0.72,6.75,1.11,949.0,747.0,73.0,390.49,16.0,4068.0,1696.0,15.11,53.27,35.47,94.62
APOLLOHOSP,Mar 2023,5.08,12.43,13.62,19.61,5.85,0.7,5.62,1.15,520.0,857.0,57.0,430.42,26.0,4332.0,1377.0,15.04,69.68,48.1,87.03
APOLLOHOSP,Mar 2024,4.91,12.56,13.48,19.51,5.58,0.77,5.57,1.14,383.0,1537.0,63.0,481.67,26.0,5333.0,1920.0,14.66,36.13,29.95,85.93
APOLLOHOSP,TTM,5.98,13.41,,,,,6.23,,,,82.0,,,,,,,,58.11
ASIANPAINT,Mar 2013,11.04,16.54,34.28,47.79,17.1,0.07,44.07,1.55,724.0,463.0,12.0,35.25,40.0,251.0,1187.0,,,,100.0
ASIANPAINT,Mar 2014,10.34,16.4,31.27,46.74,15.64,0.06,44.33,1.51,816.0,586.0,13.0,42.07,42.0,249.0,1402.0,,,,100.0
ASIANPAINT,Mar 2015,10.48,16.47,30.09,43.47,16.01,0.09,56.79,1.53,723.0,465.0,15.0,49.4,42.0,418.0,1188.0,,,,97.57
ASIANPAINT,Mar 2016,12.63,19.09,27.63,39.79,17.08,0.05,59.96,1.35,1377.0,866.0,18.0,67.97,41.0,323.0,2243.0,,,,100.0
ASIANPAINT,Mar 2017,13.38,19.88,26.51,36.67,16.25,0.07,90.05,1.21,846.0,681.0,20.0,79.21,51.0,560.0,1527.0,,,,96.57
ASIANPAINT,Mar 2018,12.47,19.04,24.95,35.83,15.24,0.06,86.34,1.22,557.0,1556.0,21.0,87.6,41.0,533.0,2113.0,9.88,12.58,11.84,92.46
ASIANPAINT,Mar 2019,11.48,19.57,23.31,34.89,13.59,0.14,36.72,1.18,1552.0,918.0,22.0,98.66,47.0,1320.0,2470.0,9.5,11.82,11.1,91.32
ASIANPAINT,Mar 2020,13.73,20.57,27.38,36.96,17.19,0.11,44.24,1.25,2520.0,518.0,28.0,105.52,43.0,1118.0,3038.0,8.22,14.22,13.3,92.44
ASIANPAINT,Mar 2021,14.77,22.36,25.04,34.94,15.76,0.09,56.39,1.07,3142.0,541.0,33.0,133.4,55.0,1093.0,3683.0,8.76,12.21,12.89,90.97
ASIANPAINT,Mar 2022,10.6,16.51,22.34,31.2,13.44,0.11,53.68,1.27,669.0,317.0,32.0,143.88,61.0,1587.0,986.0,14.08,8.88,9.86,86.16
ASIANPAINT,Mar 2023,12.16,18.15,26.23,34.92,16.27,0.12,46.47,1.34,2911.0,1282.0,43.0,166.58,60.0,1933.0,4193.0,15.44,14.86,15.41,99.86
ASIANPAINT,Mar 2024,15.66,21.37,29.68,35.77,18.59,0.13,41.0,1.19,3556.0,2548.0,57.0,195.08,58.0,2474.0,6104.0,13.03,20.28,20.97,98.03
ASIANPAINT,TTM,13.3,19.18,,,,,32.15,,,,48.0,,,,,,,,100.0
ATGL,Mar 2018,11.79,26.64,15.94,15.5,5.78,1.32,3.57,0.49,,,6.0,3.95,0.0,1345.0,,,,,64.71
ATGL,Mar 2019,13.32,26.47,20.78,30.41,11.18,0.36,5.71,0.84,,,2.0,10.02,12.0,394.0,,,,,92.06
ATGL,Mar 2020,23.25,31.73,29.64,31.33,17.61,0.29,15.59,0.76,,,4.0,13.37,6.0,428.0,,,,,100.0
ATGL,Mar 2021,27.3,41.51,23.94,28.58,14.45,0.27,18.35,0.53,,,4.0,17.58,6.0,529.0,,,,,100.0
ATGL,Mar 2022,16.75,25.44,21.07,22.4,11.53,0.43,15.45,0.69,,,5.0,21.96,5.0,1035.0,,,,,100.0
ATGL,Mar 2023,12.47,19.87,18.57,19.94,9.67,0.48,11.85,0.78,,,5.0,26.74,5.0,1422.0,,26.08,27.51,-3.58,98.34
ATGL,Mar 2024,14.93,24.67,18.66,21.49,10.13,0.43,10.5,0.68,,,6.0,32.55,4.0,1557.0,,21.09,23.88,24.57,98.51
ATGL,TTM,13.84,23.89,,,,,11.37,,,,6.0,,,,,,,,100.0
BAJAJ-AUTO,Mar 2013,15.65,18.26,38.85,44.69,24.78,0.01,4446.0,1.58,824.0,1394.0,108.0,279.07,42.0,116.0,2218.0,,,,95.86
BAJAJ-AUTO,Mar 2014,16.79,20.67,33.24,40.71,22.08,0.01,4837.0,1.32,1430.0,2072.0,117.0,351.8,43.0,59.0,3502.0,,,,100.0
BAJAJ-AUTO,Mar 2015,14.01,19.12,27.27,36.83,18.95,0.01,726.0,1.35,1734.0,380.0,105.0,383.91,48.0,112.0,2114.0,,,,95.71
BAJAJ-AUTO,Mar 2016,17.99,21.23,28.97,33.9,23.56,0.01,5987.0,1.31,3622.0,68.0,140.0,485.12,39.0,118.0,3690.0,,,,98.71
BAJAJ-AUTO,Mar 2017,18.75,20.36,22.84,24.64,18.85,0.01,5897.0,1.01,-343.0,3610.0,141.0,617.85,39.0,120.0,3267.0,,,,97.14
BAJAJ-AUTO,Mar 2018,16.74,19.22,20.66,23.59,16.78,0.01,6250.0,1.0,2374.0,1954.0,146.0,706.75,41.0,121.0,4328.0,4.71,6.13,6.21,80.84
BAJAJ-AUTO,Mar 2019,16.23,17.12,21.21,22.25,17.09,0.01,1806.5,1.05,2214.0,273.0,170.0,803.91,35.0,125.0,2487.0,8.56,7.83,7.76,81.39
BAJAJ-AUTO,Mar 2020,17.42,17.08,24.06,23.45,19.66,0.01,2313.67,1.13,5616.0,1766.0,180.0,749.55,67.0,126.0,3850.0,6.74,11.49,11.38,85.63
BAJAJ-AUTO,Mar 2021,17.51,17.8,17.81,18.03,14.45,0.0,929.71,0.83,251.0,2869.0,168.0,943.7,83.0,121.0,3120.0,4.21,3.64,3.71,70.09
BAJAJ-AUTO,Mar 2022,18.6,15.87,20.65,17.54,17.56,0.0,881.11,0.94,4473.0,276.0,213.0,1033.18,66.0,123.0,4197.0,8.79,8.62,8.6,81.75
BAJAJ-AUTO,Mar 2023,16.62,17.73,20.64,21.93,17.25,0.0,204.2,1.04,6488.0,1211.0,214.0,1037.53,65.0,124.0,5277.0,7.66,7.51,7.95,83.87
BAJAJ-AUTO,Mar 2024,17.18,19.53,26.61,28.39,19.59,0.07,174.42,1.14,6486.0,72.0,276.0,1038.06,29.0,1912.0,6558.0,8.13,9.36,10.18,85.99
BAJAJ-AUTO,TTM,15.07,18.7,,,,,65.11,,,,263.0,,,,,,,,100.0
AXISBANK,Mar 2013,19.05,30.58,15.62,2.52,1.52,8.93,1.27,0.08,-8366.0,10939.0,22.0,141.7,16.0,296254.0,2573.0,,,,33.49
AXISBANK,Mar 2014,20.29,31.47,16.19,2.59,1.61,8.68,1.3,0.08,298.0,14166.0,26.0,163.39,15.0,333280.0,14464.0,,,,41.59
AXISBANK,Mar 2015,20.74,31.36,16.37,2.46,1.57,9.05,1.33,0.08,-23134.0,7972.0,31.0,189.66,15.0,406638.0,-15162.0,,,,27.42
AXISBANK,Mar 2016,20.06,32.61,15.36,2.54,1.51,8.82,1.43,0.08,-25284.0,9211.0,35.0,224.57,14.0,472150.0,-34495.0,,,,26.25
AXISBANK,Mar 2017,8.26,53.45,6.53,4.08,0.6,9.36,2.04,0.07,19751.0,12458.0,15.0,235.41,33.0,527437.0,32209.0,,,,31.09
AXISBANK,Mar 2018,0.6,63.12,0.43,4.28,0.04,9.52,2.63,0.07,-48397.0,10007.0,1.0,250.32,0.0,611425.0,-38390.0,10.99,-44.37,-46.11,17.51
AXISBANK,Mar 2019,8.51,49.39,6.9,3.48,0.57,10.5,2.07,0.07,18451.0,18674.0,18.0,263.82,6.0,711996.0,37125.0,12.41,-5.54,-7.09,33.98
AXISBANK,Mar 2020,2.6,55.98,1.88,3.97,0.18,9.23,2.26,0.07,20931.0,9485.0,6.0,306.17,0.0,797337.0,30416.0,12.04,-26.05,-28.0,29.29
AXISBANK,Mar 2021,10.4,50.12,6.36,3.33,0.66,8.21,2.59,0.06,-41655.0,54288.0,22.0,337.99,0.0,850551.0,12633.0,9.1,-4.34,-8.87,30.56
AXISBANK,Mar 2022,19.33,44.47,11.01,2.63,1.09,8.63,1.97,0.06,1025.0,27112.0,42.0,385.21,2.0,1020943.0,28137.0,8.63,28.77,22.87,48.35
AXISBANK,Mar 2023,11.25,34.16,7.38,2.27,0.71,8.88,1.8,0.06,-10276.0,32351.0,31.0,422.05,3.0,1152038.0,22075.0,13.22,103.28,98.73,48.76
AXISBANK,Mar 2024,22.73,34.69,15.83,2.61,1.64,8.25,1.69,0.07,-14556.0,9001.0,81.0,508.99,1.0,1295302.0,-5555.0,14.74,39.67,35.1,48.95
AXISBANK,TTM,21.87,36.94,,,,,1.77,,,,85.0,,,,,,,,8.56
BAJAJFINSV,Mar 2013,27.49,48.8,28.38,18.91,3.39,1.67,3.27,0.12,-3969.0,2953.0,10.0,97.53,2.0,12991.0,-6922.0,,,,62.33
BAJAJFINSV,Mar 2014,36.38,74.56,23.53,15.58,2.95,2.09,2.88,0.08,-6043.0,3764.0,10.0,116.4,2.0,19507.0,-9807.0,,,,53.81
BAJAJFINSV,Mar 2015,21.25,48.62,21.72,14.73,2.73,2.37,2.47,0.13,-7022.0,3709.0,11.0,138.61,2.0,26312.0,-10731.0,,,,51.95
BAJAJFINSV,Mar 2016,13.51,32.82,20.41,13.57,2.67,2.65,2.34,0.2,-10681.0,886.0,12.0,169.99,1.0,36062.0,-9795.0,,,,50.08
BAJAJFINSV,Mar 2017,14.08,35.55,21.36,13.52,2.68,2.99,2.34,0.19,-10771.0,151.0,14.0,201.89,1.0,48282.0,-10922.0,,,,50.01
BAJAJFINSV,Mar 2018,12.71,32.83,20.39,12.52,2.59,3.21,2.38,0.2,-20502.0,922.0,17.0,256.04,1.0,65695.0,-19580.0,32.47,13.53,11.2,62.58
BAJAJFINSV,Mar 2019,12.61,35.29,22.64,12.18,2.58,4.2,2.26,0.2,-33979.0,6903.0,20.0,296.75,1.0,99754.0,-27076.0,47.89,19.66,14.87,63.58
BAJAJFINSV,Mar 2020,11.03,33.59,19.15,11.52,2.39,4.06,1.92,0.22,-33317.0,9948.0,21.0,391.27,2.0,127212.0,-23369.0,36.82,20.0,13.81,61.69
BAJAJFINSV,Mar 2021,12.16,32.42,20.56,11.96,2.63,3.59,2.12,0.22,863.0,3684.0,28.0,447.88,1.0,128461.0,4547.0,24.16,21.56,18.47,69.4
BAJAJFINSV,Mar 2022,12.15,31.36,20.66,10.65,2.49,4.0,2.23,0.21,-32225.0,1445.0,29.0,503.09,1.0,161179.0,-33670.0,22.79,19.23,15.68,62.02
BAJAJFINSV,Mar 2023,14.88,36.39,26.31,11.55,3.01,4.57,2.41,0.2,-53425.0,13945.0,40.0,291.87,2.0,212265.0,-39480.0,20.09,23.93,18.66,63.12
BAJAJFINSV,Mar 2024,14.13,37.04,25.85,11.71,2.9,4.79,2.2,0.21,-79634.0,10960.0,51.0,379.42,2.0,288933.0,-68674.0,20.97,23.75,20.59,63.04
BAJAJFINSV,TTM,13.08,36.02,,,,,2.11,,,,53.0,,,,,,,,12.33
BAJAJHLDNG,Mar 2013,550.74,95.55,17.94,3.11,17.23,0.0,,0.03,104.0,369.0,167.0,931.98,15.0,0.0,473.0,,,,62.21
BAJAJHLDNG,Mar 2014,469.98,94.56,16.57,3.33,15.97,0.0,,0.03,353.0,519.0,179.0,1080.99,17.0,0.0,872.0,,,,63.29
BAJAJHLDNG,Mar 2015,387.21,92.37,15.15,3.61,14.6,0.0,,0.04,332.0,464.0,182.0,1206.58,19.0,0.0,796.0,,,,60.94
BAJAJHLDNG,Mar 2016,481.91,91.28,14.81,2.81,14.64,0.0,,0.03,2166.0,1019.0,204.0,1377.75,16.0,0.0,1147.0,,,,61.03
BAJAJHLDNG,Mar 2017,293.71,74.58,13.88,3.52,13.82,0.0,,0.05,-1295.0,372.0,222.0,1605.23,15.0,0.0,-923.0,,,,53.43
BAJAJHLDNG,Mar 2018,632.14,84.52,10.54,1.41,10.51,0.0,,0.02,508.0,1123.0,239.0,2270.36,17.0,0.0,1631.0,4.5,7.42,7.43,49.97
BAJAJHLDNG,Mar 2019,707.19,80.51,11.31,1.29,11.29,0.0,,0.02,465.0,163.0,274.0,2428.11,12.0,0.0,628.0,0.38,8.92,8.89,44.0
BAJAJHLDNG,Mar 2020,708.05,69.2,11.09,1.08,9.41,0.01,258.38,0.01,1120.0,800.0,269.0,2501.17,15.0,168.0,1920.0,-3.65,8.71,8.13,47.08
BAJAJHLDNG,Mar 2021,799.56,77.02,9.83,0.94,8.03,0.0,950.75,0.01,-36.0,308.0,328.0,3348.38,12.0,136.0,272.0,-0.56,10.04,9.96,41.51
BAJAJHLDNG,Mar 2022,852.48,75.83,9.63,0.85,7.7,0.0,1421.0,0.01,1459.0,151.0,364.0,3859.64,32.0,114.0,1610.0,-10.48,10.78,10.4,45.16
BAJAJHLDNG,Mar 2023,947.51,72.8,11.19,0.86,9.3,0.0,721.86,0.01,1591.0,137.0,436.0,3980.36,28.0,93.0,1728.0,4.44,13.25,12.78,53.24
BAJAJHLDNG,Mar 2024,432.73,91.77,13.58,2.88,11.3,0.0,3764.5,0.03,1469.0,472.0,653.0,4887.12,20.0,63.0,1941.0,31.61,19.3,18.97,69.06
BAJAJHLDNG,TTM,431.97,89.67,,,,,3804.5,,,,666.0,,,,,,,,100.0
BAJFINANCE,Mar 2015,16.65,32.49,18.71,5.57,2.74,5.55,68.35,0.16,-7424.0,360.0,18.0,192.0,10.0,26655.0,-7064.0,,,,48.97
BAJFINANCE,Mar 2016,17.52,32.25,17.22,5.3,2.72,4.99,68.03,0.16,-10557.0,687.0,24.0,275.07,10.0,37025.0,-9870.0,,,,46.46
BAJFINANCE,Mar 2017,18.42,32.6,19.12,5.52,2.88,5.13,149.05,0.16,-13486.0,3047.0,33.0,176.15,11.0,49250.0,-10439.0,,,,49.49
BAJFINANCE,Mar 2018,19.58,32.28,15.75,4.99,2.94,4.2,414.6,0.15,-19491.0,1075.0,43.0,275.62,9.0,66557.0,-20566.0,,,,43.91
BAJFINANCE,Mar 2019,21.61,29.5,20.28,4.5,3.22,5.16,422.15,0.15,-34441.0,5379.0,69.0,342.56,9.0,101588.0,-29062.0,,,,49.29
BAJFINANCE,Mar 2020,19.96,34.73,16.28,5.65,3.2,4.02,1020.89,0.16,-33170.0,8758.0,87.0,538.8,11.0,129806.0,-24412.0,37.37,42.43,37.04,61.93
BAJFINANCE,Mar 2021,16.57,40.64,11.97,6.43,2.58,3.57,3621.0,0.16,-1236.0,429.0,73.0,615.3,14.0,131634.0,-807.0,29.59,28.15,24.92,58.4
BAJFINANCE,Mar 2022,22.21,37.55,16.08,5.69,3.31,3.78,,0.15,-30743.0,6347.0,116.0,722.53,17.0,165232.0,-37090.0,25.98,30.8,28.58,57.52
BAJFINANCE,Mar 2023,27.79,30.65,21.17,4.68,4.18,3.99,,0.15,-52506.0,10394.0,190.0,898.71,16.0,216690.0,-42112.0,26.58,35.75,34.6,60.76
BAJFINANCE,Mar 2024,26.29,29.29,18.84,4.35,3.85,3.82,2689.17,0.15,-79931.0,7171.0,233.0,1237.03,15.0,293346.0,-72760.0,24.35,29.32,27.56,63.19
BAJFINANCE,TTM,24.71,30.42,,,,,654.38,,,,248.0,,,,,,,,100.0
BANKBARODA,Mar 2013,13.25,30.05,14.51,2.02,0.86,15.3,2.43,0.07,22682.0,514.0,23.0,157.36,19.0,509192.0,23196.0,,,,40.17
BANKBARODA,Mar 2014,12.45,29.78,13.31,1.84,0.74,16.3,2.17,0.06,41503.0,730.0,23.0,175.62,19.0,616973.0,42233.0,,,,37.79
BANKBARODA,Mar 2015,8.79,29.98,9.4,1.9,0.54,15.84,2.47,0.06,17282.0,556.0,18.0,189.27,18.0,665483.0,17838.0,,,,32.76
BANKBARODA,Mar 2016,-10.99,55.44,-11.84,3.83,-0.73,14.6,4.23,0.07,-14016.0,4005.0,-22.0,184.0,0.0,620536.0,-10011.0,,,,12.36
BANKBARODA,Mar 2017,4.17,43.28,4.31,2.78,0.26,15.06,2.42,0.06,17314.0,551.0,8.0,186.44,15.0,648499.0,17865.0,,,,26.67
BANKBARODA,Mar 2018,-3.99,56.65,-3.94,3.63,-0.25,14.44,3.26,0.06,-60106.0,414.0,-7.0,175.72,0.0,672311.0,-59692.0,4.79,,,14.57
BANKBARODA,Mar 2019,2.2,48.79,2.12,3.27,0.14,13.35,3.27,0.06,-3986.0,2537.0,4.0,207.53,0.0,734456.0,-1449.0,5.51,-25.37,-29.52,13.42
BANKBARODA,Mar 2020,1.24,51.44,1.29,3.54,0.08,14.05,3.33,0.07,18392.0,139.0,2.0,164.55,0.0,1068981.0,18531.0,11.93,-24.31,-35.56,29.35
BANKBARODA,Mar 2021,2.18,51.23,1.97,3.31,0.13,12.95,2.59,0.06,-1358.0,471.0,3.0,159.05,0.0,1067173.0,-887.0,10.16,,,20.24
BANKBARODA,Mar 2022,10.81,51.12,8.64,2.94,0.59,12.9,2.61,0.05,2565.0,3645.0,15.0,177.35,19.0,1185331.0,6210.0,10.54,33.73,13.4,46.71
BANKBARODA,Mar 2023,15.88,40.45,14.28,2.64,0.98,12.78,2.35,0.06,-22450.0,1096.0,29.0,202.81,19.0,1342592.0,-21354.0,15.46,,,39.32
BANKBARODA,Mar 2024,15.94,37.49,15.76,2.82,1.14,12.14,1.9,0.07,-7559.0,1285.0,36.0,231.11,21.0,1453761.0,-6274.0,17.48,74.51,55.18,49.58
BANKBARODA,TTM,16.23,37.42,,,,,1.95,,,,39.0,,,,,,,,10.56
BHARTIARTL,Mar 2013,2.95,29.84,4.5,19.61,1.44,1.33,5.34,0.49,3932.0,18676.0,4.0,132.5,17.0,66736.0,22608.0,,,,62.0
BHARTIARTL,Mar 2014,3.52,30.88,5.05,19.54,1.66,1.27,5.0,0.47,1052.0,25181.0,5.0,149.46,26.0,75896.0,26233.0,,,,62.72
BHARTIARTL,Mar 2015,5.25,34.97,12.69,27.28,2.77,2.1,7.84,0.53,5758.0,22301.0,8.0,99.49,33.0,83415.0,28059.0,,,,71.84
BHARTIARTL,Mar 2016,7.14,35.2,10.32,20.3,3.07,1.51,4.55,0.43,13851.0,14091.0,11.0,167.01,9.0,100646.0,27942.0,,,,67.9
BHARTIARTL,Mar 2017,4.44,37.01,6.29,20.22,1.83,1.59,3.88,0.41,-2400.0,30680.0,7.0,168.73,11.0,107288.0,28280.0,,,,60.32
BHARTIARTL,Mar 2018,2.64,36.4,3.14,16.63,0.88,1.6,3.41,0.33,1914.0,27940.0,2.0,173.92,194.0,111334.0,29854.0,1.44,-0.74,-12.94,36.55
BHARTIARTL,Mar 2019,2.09,31.89,2.36,13.09,0.62,1.76,2.85,0.29,-8216.0,28286.0,1.0,178.65,244.0,125428.0,20070.0,-1.21,-10.98,-27.52,29.11
BHARTIARTL,Mar 2020,-35.03,41.82,-39.75,16.24,-8.54,1.92,-0.08,0.24,-11469.0,29598.0,-55.0,141.39,-3.0,148228.0,18129.0,-1.85,,,22.36
BHARTIARTL,Mar 2021,-12.29,45.0,-20.97,20.42,-3.59,2.76,2.72,0.29,20919.0,27286.0,-26.0,107.34,0.0,162785.0,48205.0,0.83,,,30.32
BHARTIARTL,Mar 2022,7.13,49.37,12.48,24.35,2.3,2.55,3.74,0.32,13539.0,41478.0,7.0,119.06,39.0,169678.0,55017.0,4.07,14.39,0.0,63.98
BHARTIARTL,Mar 2023,8.83,51.22,15.84,23.48,2.76,2.91,3.75,0.31,26093.0,39232.0,15.0,136.7,27.0,226020.0,65325.0,10.98,41.27,49.63,74.88
BHARTIARTL,Mar 2024,5.71,52.2,10.36,26.25,1.94,2.61,3.31,0.34,27809.0,51089.0,13.0,143.59,62.0,215592.0,78898.0,13.17,38.36,67.03,71.1
BHARTIARTL,TTM,8.89,51.93,,,,,3.7,,,,22.0,,,,,,,,30.0
